mmcif_id,chain_or_interface_id,metrics,value
8HBA_1,lig:NAD||poly:B,ligand_rmsd,3.696656836650454
8HBA_1,global,tm_score,0.18121
8HCK_1,lig:P1Z||poly:A,ligand_rmsd,0.8210998054041801
8HCK_1,global,tm_score,0.54119
8HE1_1,lig:BHO||poly:A,ligand_rmsd,1.5246763338492526
8HE1_1,global,tm_score,0.9644
8HJA_1,lig:C2E||poly:B,ligand_rmsd,5.751347482509226
8HJA_1,global,tm_score,0.72616
8HN9_1,lig:D8R||poly:C,ligand_rmsd,
8HN9_1,global,tm_score,0.47728
8HN9_1,lig:D8R||poly:B,ligand_rmsd,
8HN9_1,global,tm_score,0.47728
8HTI_1,lig:OCA||poly:R,ligand_rmsd,
8HTI_1,global,tm_score,0.95558
8HTT_1,lig:GCO||poly:B,ligand_rmsd,49.06516202615739
8HTT_1,global,tm_score,0.67352
8HVB_1,lig:GAL||poly:A,ligand_rmsd,2.213024301103069
8HVB_1,global,tm_score,0.93468
8HVB_1,lig:NDG||poly:A,ligand_rmsd,2.5247048193138673
8HVB_1,global,tm_score,0.93468
8HYK_1,lig:NE0||poly:A,ligand_rmsd,2.4908223178482465
8HYK_1,global,tm_score,0.92211
7PTK_1,global,tm_score,0.18045
7PTK_1,poly:B,tm_score,0.18045
7PTL_1,global,tm_score,0.16054
7PTL_1,poly:B,tm_score,0.16054
7QR4_1,global,tm_score,0.49511
7QR4_1,poly:B,tm_score,0.32243
7QR3_1,global,tm_score,0.5338
7QR3_1,poly:C,tm_score,0.30848
8S95_1,global,tm_score,0.42388
8S95_1,poly:C,tm_score,0.42388
7QR3_1,global,tm_score,0.5338
7QR3_1,poly:D,tm_score,0.3464
7ZJ4_1,global,tm_score,0.19342
7ZJ4_1,poly:E,tm_score,0.19342
